srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2905212,AN,3,560011,233,245,131,B,ADLD,570015,2018-01-29,2018-01-27,2018-02-24,4460,2018-02-27,12
3011685,C,3,560011,233,245,131,A,ADLD,560034,2017-03-31,2017-03-30,2018-03-23,4461,2018-04-03,13
3043942,AN,21,110015,308,245,131,A,ADLD,110018,2017-02-14,2017-02-11,2018-03-31,4580,2018-04-05,12
2850522,AJ,9,411016,233,233,131,A,ADLD,411032,2016-09-26,2016-09-20,2018-02-07,4021,2018-02-10,9
2876137,AD,10,226010,201,233,228,0,ADLD,283125,2017-07-29,2017-07-17,2018-02-16,4148,2018-02-21,19
2876079,AJ,2,110018,308,233,131,A,ADLD,122002,2017-05-23,2017-05-13,2018-02-16,4388,2018-03-07,12
2965929,AN,21,110015,233,233,131,B,ADLD,282007,2017-09-30,2017-09-29,2018-03-10,4580,2018-03-13,9
2938800,C,2,110018,308,233,131,A,ADLD,122002,2017-11-16,2017-10-15,2018-03-04,4550,2018-03-07,21
3003894,C,10,226010,233,233,228,A,ADLD,226010,2017-11-20,2017-11-06,2018-03-21,4547,2018-03-24,9
3000641,C,2,110018,233,233,228,A,ADLD,122051,2018-02-14,2016-05-01,2018-03-20,4550,2018-03-25,11
2892895,AN,3,560011,233,233,131,B,ADLD,590001,2017-12-20,2017-11-10,2018-02-21,4467,2018-02-26,12
2957275,AN,17,800001,233,233,131,C,ADLD,851117,2017-05-14,2017-05-12,2018-03-08,4538,2018-03-10,12
2938118,AN,22,400104,233,233,131,A,ADLD,421201,2017-12-20,2017-12-18,2018-03-03,4581,2018-03-08,13
2996242,AN,21,110015,233,233,131,B,ADLD,136027,2017-03-23,2017-03-10,2018-03-19,4580,2018-03-23,10
2824962,C,7,500004,233,233,228,B,ADLD,515001,2017-07-07,2017-07-01,2018-01-31,4477,2018-02-03,13
2866357,AJ,1,400059,233,233,228,B,ADLD,462038,2017-07-14,2017-02-08,2018-02-13,4398,2018-02-19,9
2934835,AM,5,380009,233,233,228,B,ADLD,395009,2018-02-04,2017-12-11,2018-03-03,4034,2018-03-05,11
2900877,AN,7,500004,233,233,131,B,ADLD,530017,2017-04-17,2017-04-14,2018-02-23,4403,2018-03-03,20
2988201,AN,7,500004,233,233,228,A,ADLD,500081,2018-01-29,2017-08-05,2018-03-16,4403,2018-03-18,5
2993280,AD,7,500004,233,233,228,A,ADLD,500081,2018-02-01,2017-05-23,2018-03-17,4540,2018-03-19,11
2999213,AN,8,700064,233,233,131,C,ADLD,751030,2017-11-06,2017-11-02,2018-03-19,4039,2018-03-21,21
3078934,AN,21,110015,233,233,131,A,ADLD,121001,2017-05-04,2017-05-03,2018-04-12,4580,2018-04-18,10
2881112,AJ,2,110018,233,245,228,A,ADLD,110043,2017-12-29,2017-12-12,2018-02-17,4388,2018-02-19,31
2820755,AJ,9,411016,233,233,131,A,ADLD,411057,2017-07-27,2017-07-22,2018-01-30,4021,2018-02-03,5
2967757,AJ,8,700064,233,233,228,A,ADLD,700088,2018-02-23,2018-02-15,2018-03-10,4499,2018-03-19,14
3047427,AJ,25,560037,308,0,131,A,ADLD,560011,2017-09-14,2017-09-14,2018-04-02,4460,2018-04-05,5
3011569,C,9,411016,233,233,228,A,ADLD,411062,2018-02-26,2018-02-22,2018-03-23,4022,2018-04-04,14
3026215,AJ,23,400001,233,233,131,B,ADLD,412207,2017-08-25,2017-08-24,2018-03-27,4021,2018-04-12,13
2822408,AM,4,600024,233,233,131,A,ADLD,600002,2017-10-26,2017-10-25,2018-01-30,4486,2018-02-15,11
2873419,C,2,110018,233,233,228,A,ADLD,122004,2017-12-16,2017-06-13,2018-02-15,4550,2018-02-20,11
2927770,J,3,560011,233,233,228,A,ADLD,560032,2017-11-02,2018-02-28,2018-03-01,4400,2018-03-06,14
2988912,AN,26,560066,233,233,131,A,ADLD,560083,2017-04-17,2017-04-17,2018-03-16,5001,2018-03-19,7
3011742,AJ,23,400001,233,233,131,A,ADLD,400067,2017-09-18,2017-09-08,2018-03-23,4398,2018-03-31,10
3066992,AN,21,110015,233,233,131,C,ADLD,143001,2017-11-18,2017-10-16,2018-04-09,4580,2018-04-11,12
3066992,AN,21,110015,233,233,131,C,ADLD,143001,2017-11-18,2017-10-16,2018-04-09,4580,2018-04-11,12
2818660,AN,21,110015,233,233,228,A,ADLD,302020,2018-01-09,2017-12-12,2018-01-30,4580,2018-02-03,9
2855156,AN,22,400104,233,233,131,A,ADLD,411052,2017-10-14,2017-02-28,2018-02-09,4581,2018-02-15,11
2960420,AN,21,110015,233,233,131,A,ADLD,302020,2018-02-07,2018-02-01,2018-03-09,4580,2018-03-18,15
3007240,AN,22,400104,233,233,131,C,ADLD,382715,2017-05-05,2017-05-03,2018-03-22,4581,2018-03-28,10
2862473,C,2,110018,233,233,228,A,ADLD,122001,2018-01-24,2016-01-29,2018-02-12,4091,2018-02-21,12
2970656,AN,21,110015,233,233,228,A,ADLD,122001,2018-02-15,2018-01-13,2018-03-12,4580,2018-03-25,8
2989615,C,2,110018,233,233,131,A,ADLD,122001,2017-03-20,2017-03-19,2018-03-16,4091,2018-03-22,15
2959709,AN,21,110015,233,233,131,B,ADLD,180012,2017-04-15,2017-04-12,2018-03-09,4580,2018-03-20,20
3049518,AN,21,110015,233,233,228,A,ADLD,122001,2018-03-08,2017-12-27,2018-04-03,4580,2018-04-06,6
2845043,AD,2,110018,233,233,228,A,ADLD,110029,2018-01-17,2016-10-19,2018-02-06,4148,2018-02-13,10
2870749,AJ,3,560011,0,233,131,A,ADLD,560048,2017-05-18,2017-05-18,2018-02-14,4460,2018-02-16,6
2824965,Z,1,400059,233,233,228,B,ADLD,453771,2018-01-13,2016-06-18,2018-01-31,4392,2018-02-03,20
2843346,AN,21,110015,233,233,131,B,ADLD,208011,2017-04-30,2016-08-12,2018-02-06,4580,2018-02-15,9
2853950,AM,9,411016,233,233,228,0,ADLD,495671,2017-12-01,2017-11-30,2018-02-09,4024,2018-02-12,14
2856370,AJ,2,110018,233,233,131,A,ADLD,110018,2017-07-31,2017-07-30,2018-02-09,4388,2018-02-14,10
2841008,AA,2,110018,233,233,131,B,ADLD,248001,2017-04-29,2017-01-20,2018-02-05,4150,2018-02-12,14
2877061,AJ,2,110018,233,233,228,A,ADLD,201301,2018-01-11,2017-07-28,2018-02-16,4388,2018-02-17,10
2862807,C,5,380009,233,233,131,A,ADLD,380009,2017-12-13,2017-12-12,2018-02-12,4546,2018-02-15,12
2858527,C,6,160059,233,233,131,B,ADLD,160030,2017-07-12,2017-07-12,2018-02-10,4549,2018-02-14,17
2859256,L,2,110018,233,233,131,0,ADLD,242001,2017-08-28,2017-08-21,2018-02-10,4154,2018-02-15,18
2851347,AJ,12,302006,233,233,131,A,ADLD,302039,2017-07-22,2017-07-18,2018-02-08,4407,2018-02-16,15
2887430,AA,7,500004,233,233,131,A,ADLD,500027,2017-10-13,2017-10-04,2018-02-19,4479,2018-02-27,10
2832223,D,2,110018,201,233,131,D,ADLD,124404,2017-10-25,2017-05-27,2018-02-02,4149,2018-02-09,32
2848524,AN,22,400104,233,233,131,A,ADLD,400059,2017-12-22,2017-09-06,2018-02-07,4581,2018-02-18,24
2905068,C,2,110018,233,233,228,0,ADLD,0,2017-05-27,2016-10-14,2018-02-24,4550,2018-03-07,10
2943669,AJ,2,110018,233,233,228,A,ADLD,201306,2018-01-23,2018-01-21,2018-03-06,4388,2018-03-08,12
2866494,AA,3,560011,233,233,131,A,ADLD,560022,2017-09-11,2017-09-07,2018-02-13,4465,2018-03-05,15
2944476,AN,21,110015,201,233,131,0,ADLD,304022,2017-12-04,2017-11-30,2018-03-06,4580,2018-03-10,13
2949027,S,24,110092,233,233,228,A,ADLD,401107,2017-07-07,2016-10-09,2018-03-07,4150,2018-03-16,8
2973485,AI,7,500004,233,233,131,A,ADLD,500070,2017-12-26,2017-12-26,2018-03-13,4474,2018-03-17,6
2970400,AJ,3,560011,233,233,131,A,ADLD,560034,2017-05-04,2017-05-04,2018-03-11,4460,2018-03-13,10
2978518,AJ,2,110018,233,233,228,A,ADLD,201014,2017-08-11,2016-06-18,2018-03-14,4388,2018-03-17,7
2901267,AL,9,411016,233,233,131,A,ADLD,411001,2017-05-05,2017-04-25,2018-02-23,4428,2018-02-24,31
2970686,C,2,110018,308,233,228,A,ADLD,122003,2018-02-09,2017-10-21,2018-03-12,4094,2018-03-15,12
2967766,AJ,25,560037,233,233,131,B,ADLD,580008,2017-11-29,2017-11-28,2018-03-10,4460,2018-03-14,19
2938341,AN,21,110015,201,233,131,D,ADLD,152025,2017-07-07,2018-02-20,2018-03-04,4580,2018-03-14,16
2904623,AN,22,400104,233,233,131,A,ADLD,380001,2017-04-18,2017-04-15,2018-02-24,4581,2018-03-02,32
2988447,AN,7,500004,233,233,131,A,ADLD,500039,2016-06-25,2016-06-22,2018-03-16,4403,2018-03-20,10
3004399,AJ,23,400001,308,233,131,A,ADLD,421302,2017-11-01,2017-10-30,2018-03-21,4398,2018-03-23,7
2978583,AJ,25,560037,233,233,228,A,ADLD,600024,2018-01-24,2016-10-09,2018-03-14,4460,2018-03-20,11
2990565,AN,22,400104,233,233,131,A,ADLD,401202,2017-05-03,2017-04-21,2018-03-17,4581,2018-03-22,9
2988000,C,2,110018,233,233,228,A,ADLD,121003,2017-12-13,2017-12-11,2018-03-16,4094,2018-03-23,8
3013824,AN,21,110015,233,233,131,A,ADLD,201306,2018-03-03,2017-04-21,2018-03-24,4580,2018-03-27,7
3032331,C,6,160059,233,233,131,B,ADLD,160004,2018-01-02,2017-12-20,2018-03-28,4549,2018-03-30,10
3045038,AN,26,560066,233,0,131,A,ADLD,641027,2017-12-11,2017-12-09,2018-04-01,4495,2018-04-04,5
3006910,AI,8,700064,201,233,131,D,ADLD,741156,2018-01-05,2018-01-05,2018-03-22,4499,2018-04-04,12
3053505,AJ,25,560037,233,233,131,A,ADLD,600007,2017-06-04,2017-06-04,2018-04-04,4460,2018-04-06,10
2995101,F,1,400059,233,233,131,B,ADLD,530024,2017-07-08,2017-07-01,2018-03-19,4011,2018-03-24,23
3046396,C,2,110018,233,233,131,A,ADLD,110092,2017-06-28,2017-06-28,2018-04-02,4094,2018-04-05,12
3025824,AN,26,560066,233,233,131,A,ADLD,560045,2017-04-24,2017-04-22,2018-03-27,5001,2018-04-06,11
3046009,C,1,400059,233,233,228,A,ADLD,400069,2017-08-21,2017-05-01,2018-04-02,4545,2018-04-16,7
3079978,AJ,27,110034,233,233,228,A,ADLD,302021,2018-03-13,2018-02-28,2018-04-12,4388,2018-04-14,11
3072202,AJ,27,110034,233,233,131,A,ADLD,110031,2017-05-10,2017-05-02,2018-04-10,4388,2018-04-13,11
3020416,AI,8,700064,233,233,131,C,ADLD,741313,2018-01-08,2018-01-08,2018-03-26,4499,2018-04-11,16
3073559,C,8,700064,233,233,228,A,ADLD,700012,2018-01-24,2018-01-24,2018-04-10,4511,2018-04-11,15
2904457,AM,2,110018,233,245,131,A,ADLD,110092,2017-06-14,2017-06-09,2018-02-24,4092,2018-03-13,10
2948684,AN,22,400104,233,245,131,B,ADLD,393002,2017-05-12,2016-05-04,2018-03-07,4581,2018-03-11,18
2906137,AJ,2,110018,201,201,131,0,ADLD,203207,2018-01-29,2017-06-18,2018-02-25,4388,2018-03-18,20
2900020,AJ,2,110018,233,233,131,A,ADLD,110093,2017-02-04,2017-01-28,2018-02-23,4388,2018-02-26,12
2899457,C,2,110018,233,233,228,A,ADLD,201012,2017-10-17,2016-12-12,2018-02-23,4550,2018-02-27,31
3075912,AJ,27,110034,308,233,228,A,ADLD,122002,2017-08-13,2017-05-07,2018-04-11,4388,2018-04-16,10
2907492,AN,3,560011,308,245,131,A,ADLD,560047,2017-09-26,2017-09-22,2018-02-26,4467,2018-02-28,9
2904840,AJ,4,600024,233,233,131,A,ADLD,600035,2017-06-05,2017-06-05,2018-02-24,4482,2018-02-27,14
2897162,AN,21,110015,233,233,131,B,ADLD,134003,2017-05-04,2017-05-03,2018-02-22,4580,2018-03-09,10
2995908,AJ,17,800001,233,233,131,A,ADLD,800009,2017-09-04,2017-08-29,2018-03-19,4370,2018-03-23,7
2866728,AI,9,411016,233,233,131,C,ADLD,492001,2017-11-09,2017-11-08,2018-02-13,4021,2018-02-20,18
2888612,AJ,8,700064,233,233,131,A,ADLD,700040,2017-12-10,2017-12-08,2018-02-20,4499,2018-02-26,11
2946035,C,2,110018,233,233,228,A,ADLD,110074,2018-02-17,2017-12-11,2018-03-06,4550,2018-03-08,19
2987789,AN,6,160059,233,233,131,C,ADLD,141003,2018-02-25,2018-04-13,2018-03-16,4441,2018-03-22,14
3010346,AJ,23,400001,233,233,228,A,ADLD,380061,2018-03-16,2018-03-15,2018-03-23,4398,2018-03-28,10
3085638,AN,26,560066,233,233,131,A,ADLD,600006,2017-05-22,2017-05-20,2018-04-14,5001,2018-04-19,7
3088732,AJ,23,400001,233,233,131,A,ADLD,411007,2017-12-04,2017-11-22,2018-04-16,4021,2018-04-22,5
3053827,AJ,23,400001,233,245,228,A,ADLD,382443,2018-03-14,2018-03-12,2018-04-04,4398,2018-04-09,11
2890353,AJ,8,700064,233,233,228,B,ADLD,711204,2018-02-02,2018-01-31,2018-02-20,4499,2018-02-22,15
2991650,AJ,6,160059,233,233,131,B,ADLD,140507,2017-08-10,2017-08-10,2018-03-17,4437,2018-03-20,9
3053746,AJ,27,110034,233,233,228,A,ADLD,110008,2017-11-22,2016-09-26,2018-04-04,4388,2018-04-15,10
2866673,AN,2,110018,233,233,131,A,ADLD,110001,2017-03-22,2017-02-22,2018-02-13,4147,2018-02-17,11
2906930,AA,3,560011,233,233,228,A,ADLD,560050,2018-02-08,2016-08-04,2018-02-25,4465,2018-03-06,14
2973732,AN,21,110015,233,233,131,A,ADLD,110075,2018-01-14,2018-01-08,2018-03-13,4580,2018-03-16,14
3030177,AN,21,110015,233,233,131,A,ADLD,110042,2017-08-09,2018-04-09,2018-03-28,4580,2018-04-04,7
2975005,AJ,23,400001,308,233,228,A,ADLD,400606,2018-02-26,2018-02-26,2018-03-13,4398,2018-04-02,8
3041651,AJ,23,400001,233,233,131,B,ADLD,422005,2018-01-02,2018-01-01,2018-03-31,4398,2018-04-03,10
2975891,AI,8,700064,233,233,131,A,ADLD,700048,2017-11-28,2017-11-28,2018-03-13,4499,2018-04-03,9
3047261,AN,21,110015,233,233,228,B,ADLD,184101,2018-01-17,2017-12-22,2018-04-02,4580,2018-04-05,11
3052486,AN,21,110015,233,245,131,A,ADLD,110024,2017-10-24,2017-10-21,2018-04-04,4580,2018-04-06,10
2819422,AN,21,110015,233,233,131,C,ADLD,332001,2017-10-16,2017-08-02,2018-01-30,4580,2018-02-06,13
2827235,AN,8,700064,233,233,228,A,ADLD,700063,2018-01-07,2018-01-03,2018-02-01,4508,2018-02-08,12
2892974,AN,22,400104,233,233,131,B,ADLD,440002,2017-08-14,2017-08-12,2018-02-21,4581,2018-02-23,19
2879363,C,12,302006,308,233,131,B,ADLD,313001,2017-11-21,2017-01-05,2018-02-17,4453,2018-03-09,14
2934881,AE,24,110092,233,233,131,A,ADLD,700007,2017-06-23,2017-05-01,2018-03-03,4506,2018-03-08,18
2934881,AA,24,110092,233,233,131,A,ADLD,700007,2017-06-23,2016-09-22,2018-03-03,4506,2018-03-08,18
2991093,AJ,23,400001,233,233,131,A,ADLD,411052,2017-07-09,2017-07-09,2018-03-17,4398,2018-03-19,14
3010585,AM,2,110018,233,233,131,C,ADLD,141001,2017-12-26,2017-12-26,2018-03-23,4092,2018-03-31,14
3031077,AI,7,500004,233,233,131,B,ADLD,521241,2017-12-28,2017-12-28,2018-03-28,4474,2018-04-02,15
3070607,AN,8,700064,233,233,131,C,ADLD,751024,2017-08-07,2017-08-01,2018-04-10,4508,2018-04-15,10
2859077,AN,21,110015,233,233,131,A,ADLD,110085,2018-01-05,2018-01-04,2018-02-10,4580,2018-02-14,10
2887365,AN,21,110015,233,233,131,A,ADLD,122001,2016-10-25,2016-10-22,2018-02-19,4580,2018-02-21,10
2889842,AJ,3,560011,233,233,228,A,ADLD,560079,2017-11-23,2017-05-11,2018-02-20,4460,2018-02-24,8
2928144,AN,21,110015,233,233,131,A,ADLD,201308,2017-05-26,2017-05-25,2018-03-01,4580,2018-03-05,9
2884641,J,2,110018,233,233,131,A,ADLD,122001,2017-10-23,2017-10-17,2018-02-19,4154,2018-02-26,17
2924371,AJ,4,600024,233,233,131,A,ADLD,600033,2017-06-10,2017-06-04,2018-02-28,4482,2018-03-08,11
2904843,AI,23,400001,233,233,131,B,ADLD,394540,2017-11-17,2017-11-17,2018-02-24,4398,2018-03-13,15
2996618,AN,22,400104,233,233,131,B,ADLD,452005,2017-06-27,2017-06-23,2018-03-19,4581,2018-03-24,14
3002775,AJ,25,560037,233,233,131,A,ADLD,600005,2016-04-01,2016-04-01,2018-03-21,4460,2018-03-24,14
2830300,S,2,110018,233,233,228,A,ADLD,201001,2018-01-17,2017-10-16,2018-02-02,4150,2018-02-03,10
2826929,AA,9,411016,233,233,228,A,ADLD,411027,2017-10-26,2017-09-06,2018-02-01,4027,2018-02-03,13
2823537,Y,21,110015,233,233,131,A,ADLD,110033,2017-07-08,2017-06-30,2018-01-31,4580,2018-02-09,8
2823588,G,9,411016,233,233,131,B,ADLD,424001,2017-06-04,2017-05-29,2018-01-31,4031,2018-02-06,13
2842937,AD,12,302006,233,233,131,A,ADLD,302002,2017-12-02,2017-02-20,2018-02-06,4408,2018-02-08,11
2847446,AJ,2,110018,233,233,228,A,ADLD,110070,2017-07-20,2016-06-14,2018-02-07,4388,2018-02-12,9
2860457,AN,22,400104,233,233,131,A,ADLD,380007,2017-07-28,2017-07-26,2018-02-10,4581,2018-02-15,12
2863124,C,3,560011,233,233,131,A,ADLD,560040,2017-03-31,2017-03-31,2018-02-12,4461,2018-02-15,10
2827342,C,9,411016,233,233,131,A,ADLD,411028,2017-03-31,2017-03-31,2018-02-01,4548,2018-02-01,27
2842376,AJ,7,500004,233,233,228,A,ADLD,500074,2017-06-20,2017-03-14,2018-02-05,4474,2018-02-22,6
2846635,C,3,560011,233,233,131,A,ADLD,560103,2017-08-18,2017-08-18,2018-02-06,4461,2018-02-12,24
2874483,S,6,160059,233,233,131,B,ADLD,144002,2017-09-14,2017-08-10,2018-02-15,4439,2018-02-20,11
2907427,AN,7,500004,233,233,228,A,ADLD,500049,2017-09-19,2017-04-28,2018-02-26,4403,2018-03-01,6
2890001,Y,7,500004,233,233,131,B,ADLD,530013,2017-10-12,2017-09-17,2018-02-20,4403,2018-02-24,14
2891908,C,7,500004,233,233,131,A,ADLD,500034,2017-12-07,2017-12-05,2018-02-21,4477,2018-02-27,10
2904450,AN,3,560011,233,233,131,A,ADLD,560040,2017-03-04,2017-03-03,2018-02-24,4467,2018-03-03,9
2904419,AJ,2,110018,233,233,228,B,ADLD,180011,2017-05-24,2016-08-22,2018-02-24,4388,2018-03-04,11
2907347,S,7,500004,233,233,131,A,ADLD,500034,2017-11-26,2017-11-21,2018-02-26,4479,2018-02-28,14
2921035,AN,21,110015,233,233,131,B,ADLD,140401,2017-10-06,2017-10-02,2018-02-27,4580,2018-03-03,12
2875114,C,2,110018,233,233,228,A,ADLD,201010,2018-02-05,2018-01-30,2018-02-15,4094,2018-02-20,25
2926922,AJ,2,110018,233,233,228,A,ADLD,110092,2017-08-14,2016-12-19,2018-03-01,4388,2018-03-07,12
2871606,C,3,560011,233,233,228,A,ADLD,560102,2018-02-11,2018-02-11,2018-02-14,4461,2018-02-20,27
2940003,C,2,110018,233,233,131,A,ADLD,201301,2018-01-13,2018-01-13,2018-03-05,4550,2018-03-09,12
2934622,AN,21,110015,233,233,131,A,ADLD,302003,2016-06-18,2016-06-06,2018-03-03,4580,2018-03-10,13
2907015,AA,1,400059,233,233,131,A,ADLD,400097,2017-12-23,2017-12-20,2018-02-25,4012,2018-03-06,18
2966246,AN,22,400104,233,233,131,A,ADLD,400037,2017-09-11,2017-09-09,2018-03-10,4581,2018-03-14,10
2957455,AJ,2,110018,233,233,131,A,ADLD,110005,2017-06-10,2017-06-02,2018-03-08,4388,2018-03-14,12
2923093,AN,22,400104,233,233,131,B,ADLD,462001,2017-07-08,2017-06-21,2018-02-28,4581,2018-03-12,18
2995914,AN,21,110015,233,233,131,C,ADLD,124501,2017-03-25,2017-03-22,2018-03-19,4580,2018-03-20,10
2972183,AN,21,110015,233,233,131,A,ADLD,110006,2017-04-20,2017-04-19,2018-03-12,4580,2018-03-15,16
2971812,AJ,2,110018,233,233,131,A,ADLD,110031,2017-03-28,2017-03-18,2018-03-12,4388,2018-03-14,19
2969835,AN,21,110015,233,233,131,A,ADLD,226004,2017-05-22,2016-12-13,2018-03-11,4580,2018-03-22,11
3009464,C,1,400059,233,233,228,A,ADLD,400072,2017-11-21,2017-05-23,2018-03-23,4545,2018-03-27,9
3013336,AI,7,500004,233,233,131,A,ADLD,500026,2018-03-01,2018-03-01,2018-03-24,4474,2018-03-27,8
2961235,AI,23,400001,233,233,131,B,ADLD,462001,2018-01-22,2018-01-22,2018-03-09,4398,2018-03-15,25
3007605,AA,24,110092,233,233,131,B,ADLD,124001,2017-10-11,2017-07-29,2018-03-22,4150,2018-03-27,16
3060150,AN,21,110015,233,233,131,B,ADLD,133001,2017-07-14,2016-05-11,2018-04-06,4580,2018-04-10,9
3064452,AJ,27,110034,233,233,131,A,ADLD,201010,2018-02-28,2017-10-15,2018-04-07,4388,2018-04-10,11
3034440,AN,22,400104,233,233,131,A,ADLD,380015,2017-02-23,2017-01-23,2018-03-29,4581,2018-04-07,14
3011752,AI,7,500004,233,233,131,C,ADLD,530048,2018-02-19,2018-02-19,2018-03-23,4474,2018-03-31,21
3072054,AJ,25,560037,308,233,228,A,ADLD,560078,2018-01-22,2017-11-19,2018-04-10,4460,2018-04-12,9
3050290,U,3,560011,233,233,131,A,ADLD,600044,2017-06-09,2017-05-28,2018-04-03,4399,2018-04-09,14
3065953,AN,21,110015,308,233,131,A,ADLD,110041,2017-10-23,2017-10-21,2018-04-08,4580,2018-04-12,11
3068761,AE,3,560011,233,233,131,B,ADLD,520011,2017-11-23,2017-11-23,2018-04-09,4463,2018-04-12,11
3052128,J,2,110018,233,233,131,A,ADLD,411014,2017-12-28,2017-12-22,2018-04-03,5138,2018-04-12,13
3045333,C,3,560011,308,233,228,A,ADLD,560005,2017-06-15,2017-04-26,2018-04-02,4469,2018-04-13,12
3045531,C,7,500004,233,233,228,A,ADLD,500033,2017-07-27,2016-09-16,2018-04-02,4477,2018-04-17,8
2820460,C,3,560011,233,245,131,A,ADLD,560076,2017-09-02,2017-09-02,2018-01-30,4461,2018-02-01,9
2868367,AN,3,560011,233,245,131,A,ADLD,560100,2017-06-29,2017-06-29,2018-02-14,4467,2018-02-16,8
2873673,Y,5,380009,233,245,131,B,ADLD,396191,2017-11-30,2017-10-14,2018-02-15,4039,2018-02-20,9
2939858,AN,21,110015,233,245,131,A,ADLD,110031,2017-08-25,2017-08-24,2018-03-05,4580,2018-03-10,9
3005015,AN,22,400104,233,245,131,A,ADLD,380015,2018-01-09,2017-12-24,2018-03-21,4581,2018-03-24,9
3005015,AN,22,400104,233,0,131,A,ADLD,380015,2018-01-09,2017-12-24,2018-03-21,4581,2018-03-24,9
3000204,AN,22,400104,233,245,131,B,ADLD,395006,2017-11-28,2017-11-16,2018-03-20,4581,2018-03-26,8
2884841,C,6,160059,201,201,131,0,ADLD,175131,2017-11-05,2017-11-03,2018-02-19,4549,2018-02-23,36
2838865,C,4,600024,233,233,228,B,ADLD,625007,2017-09-06,2016-03-11,2018-02-04,4483,2018-02-12,11
2939073,AJ,6,160059,233,233,131,B,ADLD,140301,2017-08-16,2017-08-16,2018-03-04,4437,2018-03-06,11
3045143,AN,26,560066,233,233,131,A,ADLD,600036,2017-05-15,2017-05-13,2018-04-01,5001,2018-04-04,7
3026861,J,2,110018,233,233,228,A,ADLD,122002,2018-02-01,2017-12-30,2018-03-27,5138,2018-04-03,13
3052834,AN,21,110015,233,233,131,A,ADLD,121007,2017-12-11,2017-12-09,2018-04-04,4580,2018-04-07,11
3044166,C,2,110018,308,233,131,A,ADLD,110094,2017-05-14,2017-05-14,2018-04-01,4550,2018-04-13,11
2956639,AN,7,500004,233,233,131,A,ADLD,500010,2017-07-28,2018-03-17,2018-03-08,4403,2018-03-10,10
2969253,AN,21,110015,233,233,131,C,ADLD,145001,2018-01-23,2018-01-17,2018-03-10,4580,2018-03-14,12
2976851,AJ,23,400001,233,233,228,A,ADLD,400015,2018-02-22,2018-02-20,2018-03-13,4398,2018-03-21,9
3001291,AN,22,400104,233,233,131,A,ADLD,400053,2017-08-05,2017-08-04,2018-03-20,4581,2018-03-24,12
3057055,C,1,400059,233,233,131,A,ADLD,400053,2017-11-04,2017-11-03,2018-04-05,4545,2018-04-12,11
3035280,D,2,110018,233,245,131,A,ADLD,110016,2017-04-26,2017-04-24,2018-03-29,4149,2018-04-01,11
2832472,AD,8,700064,233,233,131,C,ADLD,755019,2017-08-02,2016-08-18,2018-02-02,4510,2018-02-04,15
2824457,AI,9,411016,233,233,131,C,ADLD,492001,2018-01-16,2018-01-16,2018-01-31,4021,2018-02-03,16
2847533,J,5,380009,233,233,131,B,ADLD,385001,2017-11-11,2017-11-01,2018-02-07,4017,2018-02-09,17
2938473,AN,21,110015,233,233,131,A,ADLD,110043,2017-05-25,2017-05-13,2018-03-04,4580,2018-03-07,8
2850440,J,5,380009,233,233,131,C,ADLD,396230,2017-05-20,2017-05-19,2018-02-07,4012,2018-02-13,37
3004991,C,2,110018,308,233,228,A,ADLD,110074,2018-03-03,2017-12-23,2018-03-21,4091,2018-03-24,13
2990208,C,3,560011,308,245,131,A,ADLD,560084,2017-03-18,2016-11-22,2018-03-17,4461,2018-03-20,16
2830428,AJ,3,560011,233,233,228,A,ADLD,560085,2017-12-04,2017-08-15,2018-02-02,4460,2018-02-16,11
2915939,AJ,23,400001,233,233,228,A,ADLD,400099,2018-01-19,2017-05-31,2018-02-27,4398,2018-03-11,10
2900121,AN,21,110015,233,233,131,B,ADLD,282005,2017-04-16,2017-04-12,2018-02-23,4580,2018-03-15,13
2979462,AJ,27,110034,201,233,131,0,ADLD,303007,2018-02-16,2017-11-13,2018-03-14,4388,2018-03-26,14
3053957,AN,21,110015,233,233,228,A,ADLD,110008,2018-03-08,2017-12-12,2018-04-04,4580,2018-04-06,13
3057079,AJ,25,560037,233,233,228,A,ADLD,560085,2018-02-28,2018-02-28,2018-04-05,4460,2018-04-10,11
2839813,C,3,560011,233,233,228,C,ADLD,574101,2018-01-13,2017-12-15,2018-02-05,4469,2018-02-12,25
2995587,C,12,302006,233,233,228,A,ADLD,302004,2017-11-23,2017-11-20,2018-03-19,4453,2018-03-22,14
3026086,AJ,25,560037,233,233,131,C,ADLD,571189,2017-07-28,2017-07-28,2018-03-27,4460,2018-04-02,10
2975929,AI,27,110034,233,233,131,A,ADLD,302004,2018-02-20,2018-02-20,2018-03-13,4388,2018-03-28,20
3052111,AN,21,110015,233,233,228,C,ADLD,143001,2017-12-20,2017-12-06,2018-04-03,4580,2018-04-07,9
3005677,AN,21,110015,233,233,131,B,ADLD,123023,2017-09-16,2017-09-09,2018-03-22,4580,2018-04-10,10
2887433,AN,21,110015,201,201,131,0,ADLD,301402,2018-01-27,2017-04-08,2018-02-19,4580,2018-02-27,20
2863031,AD,4,600024,233,233,228,A,ADLD,600113,2018-01-13,2016-08-10,2018-02-12,4488,2018-02-13,7
